LineId,Time,Level,Content,EventId,EventTemplate
170,Sun Dec 04 06:06:26 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>
171,Sun Dec 04 06:06:26 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
172,Sun Dec 04 06:06:26 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
173,Sun Dec 04 06:06:26 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
174,Sun Dec 04 06:06:26 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
175,Sun Dec 04 06:06:26 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
176,Sun Dec 04 06:06:26 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>
177,Sun Dec 04 06:11:11 2005,notice,jk2_init() Found child 32410 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
178,Sun Dec 04 06:11:11 2005,notice,jk2_init() Found child 32411 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
179,Sun Dec 04 06:12:31 2005,notice,jk2_init() Found child 32423 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
180,Sun Dec 04 06:12:31 2005,notice,jk2_init() Found child 32422 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
181,Sun Dec 04 06:12:31 2005,notice,jk2_init() Found child 32419 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
182,Sun Dec 04 06:12:31 2005,notice,jk2_init() Found child 32421 in scoreboard slot 11,E1,jk2_init() Found child <*> in scoreboard slot <*>
183,Sun Dec 04 06:12:31 2005,notice,jk2_init() Found child 32420 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
184,Sun Dec 04 06:12:31 2005,notice,jk2_init() Found child 32424 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>
185,Sun Dec 04 06:12:37 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
186,Sun Dec 04 06:12:37 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
187,Sun Dec 04 06:12:37 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
188,Sun Dec 04 06:12:37 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
189,Sun Dec 04 06:12:37 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
190,Sun Dec 04 06:12:40 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
191,Sun Dec 04 06:12:40 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
192,Sun Dec 04 06:12:40 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
193,Sun Dec 04 06:12:40 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>
194,Sun Dec 04 06:12:40 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>
195,Sun Dec 04 06:12:59 2005,notice,jk2_init() Found child 32425 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
196,Sun Dec 04 06:13:01 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
197,Sun Dec 04 06:13:01 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
198,Sun Dec 04 06:16:10 2005,notice,jk2_init() Found child 32432 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
199,Sun Dec 04 06:16:10 2005,notice,jk2_init() Found child 32434 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
200,Sun Dec 04 06:16:10 2005,notice,jk2_init() Found child 32433 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
201,Sun Dec 04 06:16:21 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
202,Sun Dec 04 06:16:21 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
203,Sun Dec 04 06:16:23 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
204,Sun Dec 04 06:16:23 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>
205,Sun Dec 04 06:16:21 2005,notice,jk2_init() Found child 32435 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>
206,Sun Dec 04 06:16:21 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
207,Sun Dec 04 06:16:23 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
208,Sun Dec 04 06:16:37 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
209,Sun Dec 04 06:16:39 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
210,Sun Dec 04 06:16:51 2005,notice,jk2_init() Found child 32436 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
211,Sun Dec 04 06:16:51 2005,notice,jk2_init() Found child 32437 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
212,Sun Dec 04 06:17:02 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
213,Sun Dec 04 06:17:02 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
214,Sun Dec 04 06:17:05 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
215,Sun Dec 04 06:17:06 2005,notice,jk2_init() Found child 32438 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
216,Sun Dec 04 06:17:18 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
217,Sun Dec 04 06:17:24 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
218,Sun Dec 04 06:17:23 2005,notice,jk2_init() Found child 32440 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>
219,Sun Dec 04 06:17:23 2005,notice,jk2_init() Found child 32439 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
220,Sun Dec 04 06:17:23 2005,notice,jk2_init() Found child 32441 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
221,Sun Dec 04 06:17:33 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
222,Sun Dec 04 06:17:33 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
223,Sun Dec 04 06:17:35 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
224,Sun Dec 04 06:17:35 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>
225,Sun Dec 04 06:17:55 2005,notice,jk2_init() Found child 32442 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
226,Sun Dec 04 06:17:55 2005,notice,jk2_init() Found child 32443 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
227,Sun Dec 04 06:17:55 2005,notice,jk2_init() Found child 32444 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
228,Sun Dec 04 06:18:08 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
229,Sun Dec 04 06:18:08 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
230,Sun Dec 04 06:18:11 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>
231,Sun Dec 04 06:18:11 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
232,Sun Dec 04 06:18:12 2005,notice,jk2_init() Found child 32445 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>
233,Sun Dec 04 06:18:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
234,Sun Dec 04 06:18:31 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
235,Sun Dec 04 06:18:41 2005,notice,jk2_init() Found child 32447 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
236,Sun Dec 04 06:18:39 2005,notice,jk2_init() Found child 32446 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
237,Sun Dec 04 06:18:40 2005,notice,jk2_init() Found child 32448 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
238,Sun Dec 04 06:18:53 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
239,Sun Dec 04 06:18:53 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
240,Sun Dec 04 06:18:55 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
241,Sun Dec 04 06:18:55 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>
242,Sun Dec 04 06:19:05 2005,notice,jk2_init() Found child 32449 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
243,Sun Dec 04 06:19:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
244,Sun Dec 04 06:19:19 2005,notice,jk2_init() Found child 32450 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>
245,Sun Dec 04 06:19:18 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
246,Sun Dec 04 06:19:19 2005,notice,jk2_init() Found child 32452 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
247,Sun Dec 04 06:19:19 2005,notice,jk2_init() Found child 32451 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
248,Sun Dec 04 06:19:31 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
249,Sun Dec 04 06:19:31 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
250,Sun Dec 04 06:19:34 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
251,Sun Dec 04 06:19:34 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>
252,Sun Dec 04 06:19:56 2005,notice,jk2_init() Found child 32454 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
253,Sun Dec 04 06:19:56 2005,notice,jk2_init() Found child 32453 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
254,Sun Dec 04 06:19:56 2005,notice,jk2_init() Found child 32455 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
255,Sun Dec 04 06:20:30 2005,notice,jk2_init() Found child 32467 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
256,Sun Dec 04 06:20:30 2005,notice,jk2_init() Found child 32464 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
257,Sun Dec 04 06:20:30 2005,notice,jk2_init() Found child 32465 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
258,Sun Dec 04 06:20:30 2005,notice,jk2_init() Found child 32466 in scoreboard slot 11,E1,jk2_init() Found child <*> in scoreboard slot <*>
259,Sun Dec 04 06:20:30 2005,notice,jk2_init() Found child 32457 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
260,Sun Dec 04 06:20:44 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
261,Sun Dec 04 06:20:44 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
262,Sun Dec 04 06:20:44 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
263,Sun Dec 04 06:20:46 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
264,Sun Dec 04 06:20:46 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>
265,Sun Dec 04 06:20:46 2005,error,mod_jk child workerEnv in error state 8,E3,mod_jk child workerEnv in error state <*>
266,Sun Dec 04 06:22:18 2005,notice,jk2_init() Found child 32475 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
267,Sun Dec 04 06:22:48 2005,notice,jk2_init() Found child 32478 in scoreboard slot 11,E1,jk2_init() Found child <*> in scoreboard slot <*>
268,Sun Dec 04 06:22:48 2005,notice,jk2_init() Found child 32477 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>
269,Sun Dec 04 06:22:48 2005,notice,jk2_init() Found child 32479 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
270,Sun Dec 04 06:22:48 2005,notice,jk2_init() Found child 32480 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
271,Sun Dec 04 06:22:48 2005,notice,jk2_init() Found child 32476 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
272,Sun Dec 04 06:22:53 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
273,Sun Dec 04 06:22:53 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
274,Sun Dec 04 06:22:53 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
275,Sun Dec 04 06:22:53 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
276,Sun Dec 04 06:22:53 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
277,Sun Dec 04 06:22:55 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
278,Sun Dec 04 06:22:55 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
279,Sun Dec 04 06:22:55 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
280,Sun Dec 04 06:22:55 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>
281,Sun Dec 04 06:22:55 2005,error,mod_jk child workerEnv in error state 8,E3,mod_jk child workerEnv in error state <*>
282,Sun Dec 04 06:23:12 2005,notice,jk2_init() Found child 32483 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
283,Sun Dec 04 06:23:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
284,Sun Dec 04 06:23:15 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
285,Sun Dec 04 06:30:41 2005,notice,jk2_init() Found child 32507 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
286,Sun Dec 04 06:30:43 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
287,Sun Dec 04 06:30:43 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
288,Sun Dec 04 06:36:07 2005,notice,jk2_init() Found child 32529 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
289,Sun Dec 04 06:36:07 2005,notice,jk2_init() Found child 32528 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>
290,Sun Dec 04 06:36:10 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
291,Sun Dec 04 06:36:10 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
292,Sun Dec 04 06:36:10 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
293,Sun Dec 04 06:36:10 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
294,Sun Dec 04 06:40:54 2005,notice,jk2_init() Found child 32548 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
295,Sun Dec 04 06:40:54 2005,notice,jk2_init() Found child 32546 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
296,Sun Dec 04 06:40:55 2005,notice,jk2_init() Found child 32547 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
297,Sun Dec 04 06:41:04 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
298,Sun Dec 04 06:41:04 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
299,Sun Dec 04 06:41:04 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
300,Sun Dec 04 06:41:07 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
301,Sun Dec 04 06:41:08 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
302,Sun Dec 04 06:41:08 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
303,Sun Dec 04 06:41:29 2005,notice,jk2_init() Found child 32549 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>
304,Sun Dec 04 06:41:29 2005,notice,jk2_init() Found child 32550 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
305,Sun Dec 04 06:41:45 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
306,Sun Dec 04 06:41:45 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
307,Sun Dec 04 06:41:46 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
308,Sun Dec 04 06:41:46 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
309,Sun Dec 04 06:42:11 2005,notice,jk2_init() Found child 32551 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
310,Sun Dec 04 06:42:11 2005,notice,jk2_init() Found child 32552 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
311,Sun Dec 04 06:42:25 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
312,Sun Dec 04 06:42:23 2005,notice,jk2_init() Found child 32554 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>
313,Sun Dec 04 06:42:25 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
314,Sun Dec 04 06:42:23 2005,notice,jk2_init() Found child 32553 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
315,Sun Dec 04 06:42:30 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
316,Sun Dec 04 06:42:30 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
317,Sun Dec 04 06:42:53 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
318,Sun Dec 04 06:42:53 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
319,Sun Dec 04 06:42:58 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
320,Sun Dec 04 06:42:58 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
321,Sun Dec 04 06:43:20 2005,notice,jk2_init() Found child 32556 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
322,Sun Dec 04 06:43:20 2005,notice,jk2_init() Found child 32555 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
323,Sun Dec 04 06:43:20 2005,notice,jk2_init() Found child 32557 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
324,Sun Dec 04 06:43:34 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
325,Sun Dec 04 06:43:34 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
326,Sun Dec 04 06:43:34 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
327,Sun Dec 04 06:43:40 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
328,Sun Dec 04 06:43:40 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
329,Sun Dec 04 06:43:56 2005,notice,jk2_init() Found child 32558 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
330,Sun Dec 04 06:44:18 2005,notice,jk2_init() Found child 32560 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
331,Sun Dec 04 06:44:18 2005,notice,jk2_init() Found child 32561 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
332,Sun Dec 04 06:44:39 2005,notice,jk2_init() Found child 32563 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
333,Sun Dec 04 06:44:39 2005,notice,jk2_init() Found child 32564 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>
334,Sun Dec 04 06:44:39 2005,notice,jk2_init() Found child 32565 in scoreboard slot 11,E1,jk2_init() Found child <*> in scoreboard slot <*>
335,Sun Dec 04 06:45:32 2005,notice,jk2_init() Found child 32575 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
336,Sun Dec 04 06:45:32 2005,notice,jk2_init() Found child 32576 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
337,Sun Dec 04 06:45:32 2005,notice,jk2_init() Found child 32569 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
338,Sun Dec 04 06:45:32 2005,notice,jk2_init() Found child 32572 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>
339,Sun Dec 04 06:45:32 2005,notice,jk2_init() Found child 32577 in scoreboard slot 11,E1,jk2_init() Found child <*> in scoreboard slot <*>
